org.codehaus.jackson:jackson-jaxrs:jar:1.9.13:compile,GNU Lesser General Public License (LGPL), Version 2.1
org.codehaus.jackson:jackson-xc:jar:1.8.3:compile,GNU Lesser General Public License (LGPL), Version 2.1
org.codehaus.jackson:jackson-xc:jar:1.9.13:compile,GNU Lesser General Public License (LGPL), Version 2.1
org.codehaus.jettison:jettison:jar:1.1:compile,Unknown
org.codehaus.woodstox:stax2-api:jar:3.1.4:compile,The BSD License
org.eclipse.jetty:jetty-http:jar:9.3.0.M0:compile,Unknown
org.eclipse.jetty:jetty-io:jar:9.3.0.M0:compile,Unknown
org.eclipse.jetty:jetty-security:jar:9.3.0.M0:compile,Unknown
org.eclipse.jetty:jetty-server:jar:9.3.0.M0:compile,Unknown
org.eclipse.jetty:jetty-servlet:jar:9.3.0.M0:compile,Unknown
org.eclipse.jetty:jetty-util:jar:9.3.0.M0:compile,Unknown
org.elasticsearch:elasticsearch:jar:2.3.3:compile,Unknown
org.fusesource.leveldbjni:leveldbjni-all:jar:1.8:compile,Unknown
org.hamcrest:hamcrest-core:jar:1.1:runtime,Unknown
org.hamcrest:hamcrest-core:jar:1.3:compile,Unknown
org.jboss.resteasy:async-http-servlet-3.0:jar:3.0.1.Final:compile,Unknown
org.jboss.resteasy:jaxrs-api:jar:3.0.4.Final:compile,Unknown
org.jboss.resteasy:resteasy-jaxb-provider:jar:3.0.1.Final:compile,Unknown
org.jboss.resteasy:resteasy-jaxrs:jar:3.0.1.Final:compile,Unknown
org.jruby.jcodings:jcodings:jar:1.0.8:compile,MIT License
org.jruby.joni:joni:jar:2.1.2:compile,MIT License
org.jvnet.jaxb2_commons:jaxb2-basics-runtime:jar:0.6.5:compile,Unknown
org.krakenapps:kraken-api:jar:2.1.1:compile,Unknown
org.krakenapps:kraken-pcap:jar:1.7.1:compile,Unknown
org.mitre.taxii:taxii:jar:1.1.0.1:compile,The BSD 3-Clause License
org.mitre:stix:jar:1.2.0.2:compile,The BSD 3-Clause License
org.mockito:mockito-core:jar:1.10.19:compile,The MIT License
org.mortbay.jetty:jetty-util:jar:6.1.26:compile,Unknown
org.mortbay.jetty:jetty:jar:6.1.26:compile,Unknown
org.objenesis:objenesis:jar:2.1:runtime,Unknown
org.ow2.asm:asm:jar:4.0:compile,Unknown
org.scala-lang:scala-library:jar:2.9.2:compile,BSD-like
org.slf4j:slf4j-api:jar:1.6.1:compile,Unknown
org.slf4j:slf4j-api:jar:1.7.10:compile,Unknown
org.slf4j:slf4j-api:jar:1.7.5:compile,Unknown
org.slf4j:slf4j-api:jar:1.7.7:compile,Unknown
org.slf4j:slf4j-log4j12:jar:1.6.1:compile,Unknown
org.slf4j:slf4j-log4j12:jar:1.7.10:compile,Unknown
org.slf4j:slf4j-log4j12:jar:1.7.10:runtime,Unknown
org.slf4j:slf4j-log4j12:jar:1.7.5:compile,Unknown
org.slf4j:slf4j-log4j12:jar:1.7.7:compile,Unknown
org.slf4j:slf4j-simple:jar:1.7.7:compile,Unknown
xerces:xercesImpl:jar:2.9.1:compile,Unknown
xml-apis:xml-apis:jar:1.3.04:compile,Unknown
xmlenc:xmlenc:jar:0.52:compile,The BSD License
